序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
4691,002441,众业达,11.29,-0.18,-0.02,177843.0,201092816.5,1.86,11.41,11.2,11.3,11.31,0.82,4.46,25.48,1.34,6147897346.0,4505610140.0,0.0,-0.18,25.31,20.11
4692,600900,长江电力,27.15,-0.18,-0.05,1192857.0,3217091405.0,1.88,27.24,26.73,27.01,27.2,0.73,0.49,19.44,3.0,664312110989.0,664312110989.0,-0.04,-0.04,-3.14,0.63
4693,000850,华茂股份,5.44,-0.18,-0.01,102089.0,55799821.0,1.83,5.52,5.42,5.49,5.45,0.67,1.08,22.44,1.13,5133537649.0,5132079022.0,0.0,-0.18,18.78,-0.55
4694,002174,游族网络,10.6,-0.19,-0.02,198081.0,211616005.03,2.82,10.85,10.55,10.72,10.62,0.85,2.02,102.02,2.1,10385996250.0,10380145845.0,0.09,0.0,-5.86,-13.4
4695,600674,川投能源,15.79,-0.19,-0.03,439831.0,690220246.0,2.59,15.86,15.45,15.68,15.82,0.74,0.9,13.68,1.73,76970041814.0,76970041814.0,0.0,-0.06,7.2,13.6
4696,603105,芯能科技,10.66,-0.19,-0.02,231852.0,245553754.0,3.0,10.73,10.41,10.67,10.68,1.15,4.64,21.48,2.5,5330097027.0,5330097027.0,0.0,0.0,16.76,16.0
4697,603198,迎驾贡酒,35.91,-0.19,-0.07,30292.0,108822278.0,1.17,36.19,35.77,36.19,35.98,0.96,0.38,14.26,2.83,28728000000.0,28728000000.0,-0.06,0.17,-10.02,-9.23
4698,300687,赛意信息,21.43,-0.19,-0.04,108295.0,233944760.88,4.42,22.18,21.23,21.71,21.47,0.94,3.29,237.71,3.17,8752260802.0,7052322388.0,0.09,0.0,-1.7,-6.7
4699,600050,中国联通,4.96,-0.2,-0.01,1585166.0,785695512.0,1.21,4.99,4.93,4.99,4.97,0.65,0.52,13.26,0.9,155071549622.0,152603457590.0,0.0,0.0,-7.46,-2.94
4700,002266,浙富控股,5.01,-0.2,-0.01,1071647.0,539941934.1,2.39,5.11,4.99,5.08,5.02,0.83,2.19,26.55,2.23,26148549724.0,24532973250.0,0.0,0.0,25.56,20.43
4701,600269,赣粤高速,4.95,-0.2,-0.01,169383.0,83830683.0,1.01,4.98,4.93,4.96,4.96,0.64,0.73,8.76,0.59,11560264719.0,11560264719.0,0.0,0.0,-9.01,-4.62
4702,600785,新华百货,19.36,-0.21,-0.04,58827.0,114015078.0,2.06,19.67,19.27,19.49,19.4,0.66,2.61,30.47,1.9,4368221581.0,4368221581.0,-0.21,-0.15,44.59,42.88
4703,601229,上海银行,9.57,-0.21,-0.02,309342.0,295950222.0,1.04,9.62,9.52,9.62,9.59,0.59,0.22,5.64,0.57,135980226370.0,135980226370.0,-0.1,0.0,-3.92,-5.25
4704,002096,易普力,14.1,-0.21,-0.03,91283.0,128597167.09,1.91,14.26,13.99,14.14,14.13,0.95,0.74,20.36,2.23,17490214857.0,17490185120.0,-0.07,-0.07,8.29,5.86
4705,600350,山东高速,9.48,-0.21,-0.02,79667.0,75402282.0,1.37,9.52,9.39,9.48,9.5,0.76,0.16,13.12,1.55,45831731421.0,45831731421.0,0.0,-0.11,3.27,-2.77
4706,601038,一拖股份,14.41,-0.21,-0.03,79227.0,113794847.0,2.84,14.62,14.21,14.48,14.44,0.78,1.08,12.21,2.07,16191728413.0,10543873013.0,0.0,0.0,12.93,1.69
4707,300121,阳谷华泰,13.42,-0.22,-0.03,134285.0,180481698.72,2.45,13.64,13.31,13.48,13.45,0.79,3.13,28.04,1.73,5975040038.0,5761999337.0,0.3,0.37,-3.03,6.34
4708,300821,东岳硅材,13.57,-0.22,-0.03,408326.0,554987736.42,3.75,13.88,13.37,13.66,13.6,1.02,3.4,4275.23,3.33,16284000000.0,16281160478.0,-0.07,-0.07,11.23,16.38
4709,601985,中国核电,8.89,-0.22,-0.02,1770702.0,1568259017.0,2.13,8.94,8.75,8.85,8.91,0.83,0.94,17.14,1.58,182849538438.0,167872402468.0,0.0,0.0,2.77,3.01
4710,002839,张家港行,4.5,-0.22,-0.01,276645.0,124463588.2,0.89,4.52,4.48,4.52,4.51,0.74,1.13,5.25,0.6,10999552383.0,10989378113.0,-0.22,0.0,-6.05,-1.53
4711,000722,湖南发展,13.85,-0.22,-0.03,167742.0,232323233.6,2.31,14.03,13.71,13.88,13.88,0.79,3.61,75.3,2.04,6428592206.0,6428592206.0,-0.07,0.14,13.52,17.37
4712,300001,特锐德,32.24,-0.22,-0.07,465817.0,1504828599.25,4.12,32.93,31.6,32.46,32.31,0.76,4.52,37.23,4.24,34030535867.0,33257368857.0,-0.06,0.09,26.04,25.55
4713,000895,双汇发展,27.26,-0.22,-0.06,85090.0,231964717.88,1.1,27.39,27.09,27.32,27.32,0.73,0.25,17.89,4.67,94446664666.0,94434423672.0,-0.11,0.0,1.91,2.98
4714,000815,美利云,17.9,-0.22,-0.04,2753879.0,5084101575.22,11.87,19.73,17.6,19.01,17.94,2.4,39.61,288.59,9.22,12445208327.0,12445208327.0,0.73,0.28,56.88,59.96
4715,000688,国城矿业,35.0,-0.23,-0.08,204022.0,718400702.21,5.9,36.6,34.53,36.11,35.08,0.79,1.72,69.06,11.8,41477369710.0,41477218510.0,-0.11,0.23,57.87,25.9
4716,920957,汉维科技,12.8,-0.23,-0.03,4687.0,6012461.0,2.03,12.97,12.71,12.83,12.83,0.54,1.1,256.62,3.51,1373457075.0,546620595.0,0.0,0.0,-1.99,2.15
4717,603363,傲农生物,4.4,-0.23,-0.01,894766.0,394841527.0,3.63,4.49,4.33,4.33,4.41,0.88,4.2,20.75,3.43,11453032034.0,9369404928.0,0.0,0.23,-2.44,-4.56
4718,300981,中红医疗,12.99,-0.23,-0.03,30168.0,39089803.21,1.31,13.07,12.9,13.02,13.02,0.64,0.77,-579.49,1.04,5570955817.0,5105523078.0,0.08,0.08,-14.6,3.42
4719,002641,公元股份,4.4,-0.23,-0.01,108530.0,47850050.8,0.91,4.43,4.39,4.41,4.41,0.74,0.96,89.59,0.99,5408013032.0,4989576473.0,-0.23,0.0,-2.44,1.85
4720,000607,华媒控股,4.34,-0.23,-0.01,170892.0,74517257.82,2.3,4.42,4.32,4.37,4.35,0.92,1.93,-57.05,2.85,4416811099.0,3841045147.0,0.23,0.0,0.93,4.58
4721,300355,蒙草生态,4.25,-0.23,-0.01,456546.0,194427032.3,2.35,4.31,4.21,4.26,4.26,0.62,3.52,68.77,1.59,6818028844.0,5518493072.0,0.0,0.0,3.91,5.2
4722,603889,新澳股份,8.4,-0.24,-0.02,123337.0,103887048.0,3.44,8.63,8.34,8.52,8.42,1.51,1.7,12.19,1.71,6134028121.0,6087656761.0,0.0,-0.12,9.52,5.66
4723,300334,津膜科技,8.2,-0.24,-0.02,119328.0,97506836.0,2.31,8.25,8.06,8.12,8.22,1.1,3.95,1385.29,4.08,2476935919.0,2476644040.0,0.0,0.24,8.04,17.82
4724,600745,闻泰科技,33.34,-0.24,-0.08,337253.0,1126013861.0,2.9,34.05,33.08,33.59,33.42,0.78,2.71,20.56,1.22,41496685711.0,41496685711.0,0.0,0.0,-13.49,-10.57
4725,920641,格利尔,20.75,-0.24,-0.05,30065.0,62018714.44,4.28,21.07,20.18,20.51,20.8,0.87,6.62,175.75,4.48,1557806250.0,942498740.0,0.29,0.63,13.82,13.14
4726,300070,碧水源,4.21,-0.24,-0.01,612889.0,258215973.91,2.37,4.27,4.17,4.19,4.22,0.96,1.82,-143.7,0.56,15257921418.0,14195438809.0,0.0,0.24,1.69,7.4
4727,002069,獐子岛,3.92,-0.25,-0.01,140741.0,55445863.0,2.04,3.98,3.9,3.95,3.93,0.91,1.98,-64.58,153.83,2787559800.0,2784047480.0,0.0,0.26,-3.21,5.09
4728,300105,龙源技术,8.1,-0.25,-0.02,154378.0,125273166.0,2.46,8.23,8.03,8.1,8.12,0.93,2.99,83.21,2.17,4178096802.0,4178096802.0,0.12,0.25,10.05,13.13
4729,002670,国盛证券,15.9,-0.25,-0.04,241587.0,384613729.94,1.88,16.11,15.81,15.95,15.94,0.67,1.49,95.33,2.72,30767845983.0,25811275081.0,0.0,0.06,-9.35,-5.58
4730,000875,电投绿能,8.01,-0.25,-0.02,1705254.0,1386790345.14,5.6,8.37,7.92,7.96,8.03,1.13,5.1,27.84,1.66,29054437714.0,26772662985.0,0.0,0.13,45.9,42.02
4731,600368,五洲交通,4.04,-0.25,-0.01,125794.0,50779158.0,0.99,4.06,4.02,4.06,4.05,0.66,0.78,9.59,0.91,6503001586.0,6503001586.0,0.25,0.25,1.0,3.06
4732,603533,掌阅科技,27.35,-0.26,-0.07,255240.0,701148387.0,3.03,27.97,27.14,27.82,27.42,0.72,5.82,-41.55,5.19,12003828437.0,12003828437.0,0.07,0.15,36.61,23.64
4733,002526,山东矿机,3.86,-0.26,-0.01,416431.0,161777819.48,2.33,3.93,3.84,3.88,3.87,0.68,2.35,47.06,2.13,6881584207.0,6836385931.0,0.26,0.26,4.04,7.22
4734,001369,双欣材料,15.4,-0.26,-0.04,170691.0,262011517.65,1.88,15.52,15.23,15.29,15.44,0.92,8.49,32.79,2.65,17663800000.0,3095852575.0,0.06,0.0,124.82,-6.72
4735,002256,兆新股份,3.82,-0.26,-0.01,694592.0,265573035.48,2.87,3.88,3.77,3.84,3.83,0.85,3.56,179.06,6.37,7616869052.0,7453177350.0,0.26,0.26,15.41,9.46
4736,300339,润和软件,46.47,-0.26,-0.12,242005.0,1129793610.22,2.94,47.48,46.11,47.0,46.59,0.64,3.11,353.26,10.28,37009211781.0,36139092445.0,-0.04,0.04,-5.97,-6.12
4737,600517,国网英大,7.55,-0.26,-0.02,642362.0,488242533.0,4.1,7.79,7.48,7.57,7.57,0.99,1.12,14.5,1.86,43174189867.0,43174189867.0,0.0,0.13,28.18,25.62
4738,600790,轻纺城,3.86,-0.26,-0.01,90544.0,35023631.0,1.29,3.9,3.85,3.88,3.87,0.71,0.62,25.96,0.98,5657952982.0,5657952982.0,-0.26,-0.26,2.39,0.78
4739,603158,腾龙股份,11.14,-0.27,-0.03,255735.0,285166676.0,2.06,11.29,11.06,11.29,11.17,1.11,5.21,28.71,2.35,5467179449.0,5467179449.0,-0.09,0.0,14.85,5.09
4740,002123,梦网科技,11.21,-0.27,-0.03,181173.0,203804925.25,3.29,11.48,11.11,11.3,11.24,0.97,2.52,-116.22,5.23,9028776024.0,8071982099.0,0.09,0.09,-0.09,-7.81
4741,600180,瑞茂通,3.75,-0.27,-0.01,143233.0,53811653.0,1.86,3.8,3.73,3.77,3.76,0.81,1.32,40.88,0.52,4074852990.0,4074852990.0,0.0,0.27,-17.22,7.14
4742,605090,九丰能源,43.8,-0.27,-0.12,243568.0,1062659578.0,6.42,44.7,41.88,41.88,43.92,0.74,3.46,18.67,2.83,30900359245.0,30839507905.0,-0.14,-0.14,36.45,1.62
4743,001872,招商港口,21.03,-0.28,-0.06,47566.0,99999515.0,2.23,21.24,20.77,20.97,21.09,0.45,0.21,10.28,0.83,52192106475.0,48408905582.0,-0.05,0.14,5.26,8.79
4744,600433,冠豪高新,3.5,-0.28,-0.01,254230.0,89804404.0,2.56,3.59,3.5,3.52,3.51,0.61,1.45,-20.17,1.45,6125977316.0,6125977316.0,0.0,0.0,9.03,6.71
4745,601326,秦港股份,3.5,-0.28,-0.01,278686.0,97702517.0,1.14,3.53,3.49,3.51,3.51,0.68,0.59,10.55,0.96,19555942000.0,16651456500.0,0.0,0.0,-2.23,0.29
4746,000753,漳州发展,7.13,-0.28,-0.02,142498.0,102017282.0,1.26,7.22,7.13,7.18,7.15,0.54,1.44,101.83,2.58,7069260036.0,7069260036.0,0.0,0.0,-14.3,-9.4
4747,603276,恒兴新材,17.95,-0.28,-0.05,21836.0,39134565.0,1.61,18.08,17.79,18.07,18.0,0.92,2.89,69.06,2.14,3727308471.0,1357779788.0,0.0,-0.11,4.85,8.13
4748,688100,威胜信息,45.37,-0.29,-0.13,45013.0,203760326.0,2.53,45.83,44.68,45.78,45.5,0.81,0.92,33.48,6.3,22307756390.0,22307756390.0,-0.11,-0.09,30.07,15.45
4749,600919,江苏银行,10.44,-0.29,-0.03,759969.0,793180656.0,0.96,10.5,10.4,10.46,10.47,0.71,0.41,4.7,0.75,191587827394.0,191587827394.0,0.1,0.1,0.68,3.67
4750,002922,伊戈尔,48.14,-0.29,-0.14,177586.0,848563306.99,4.2,48.77,46.74,48.39,48.28,0.9,4.75,85.81,5.39,20373142809.0,17995006639.0,0.02,0.0,66.11,57.73
4751,920857,泓禧科技,26.88,-0.3,-0.08,4771.0,12844559.71,2.26,27.19,26.58,27.0,26.96,0.76,0.64,-94.13,5.54,1989312246.0,1989312246.0,0.15,-0.19,-18.74,-24.05
4752,000031,大悦城,3.27,-0.3,-0.01,220448.0,72150137.75,3.05,3.34,3.24,3.3,3.28,0.71,0.51,-19.72,1.38,14016244619.0,14016216372.0,0.0,0.0,8.28,15.96
4753,600167,联美控股,6.71,-0.3,-0.02,131097.0,88244396.0,1.93,6.81,6.68,6.75,6.73,0.88,0.58,20.97,1.4,15183659507.0,15183659507.0,-0.15,-0.15,-25.94,-4.55
4754,603100,川仪股份,22.98,-0.3,-0.07,91088.0,208690932.0,3.69,23.49,22.64,23.25,23.05,1.51,1.78,18.7,2.52,11792719584.0,11755170035.0,0.0,0.09,-2.21,1.23
4755,002085,万丰奥威,16.54,-0.3,-0.05,537809.0,889755064.88,2.23,16.78,16.41,16.6,16.59,0.84,2.53,36.13,4.62,35119340981.0,35119340981.0,0.0,0.06,6.92,3.31
4756,002721,金一文化,3.19,-0.31,-0.01,312741.0,99921199.0,2.19,3.24,3.17,3.22,3.2,0.64,1.18,-168.24,4.13,8483417782.0,8483417782.0,0.0,0.0,-0.62,1.27
4757,300172,中电环保,6.37,-0.31,-0.02,461916.0,291915189.4,2.5,6.4,6.24,6.29,6.39,0.78,8.82,36.38,2.22,4310642700.0,3334773905.0,0.16,0.31,13.55,16.88
4758,920163,方大新材,15.9,-0.31,-0.05,18507.0,29387509.68,3.57,16.17,15.6,16.0,15.95,1.06,3.1,49.06,4.11,2046571044.0,950136062.0,0.0,1.53,8.9,9.88
4759,002533,金杯电工,16.1,-0.31,-0.05,304236.0,492096654.17,3.59,16.5,15.92,16.21,16.15,0.77,4.77,19.1,2.74,11816451098.0,10266091471.0,0.0,0.12,36.9,29.01
4760,002401,中远海科,16.1,-0.31,-0.05,47488.0,76845287.6,1.61,16.33,16.07,16.24,16.15,0.45,1.28,338.18,3.66,5983861884.0,5978959434.0,0.0,-0.06,1.64,1.07
4761,600482,中国动力,37.54,-0.32,-0.12,527326.0,1999456165.0,5.34,38.96,36.95,37.85,37.66,0.96,2.34,52.54,2.11,84600175346.0,84600175346.0,0.0,0.45,92.81,81.35
4762,600382,广东明珠,9.06,-0.33,-0.03,161384.0,147369323.0,2.53,9.29,9.06,9.12,9.09,0.79,2.32,20.19,2.21,6291337286.0,6291337286.0,-0.22,-0.22,30.74,30.55
4763,603598,引力传媒,21.31,-0.33,-0.07,133905.0,287302891.0,3.27,21.9,21.2,21.6,21.38,0.91,4.97,211.6,27.53,5744385399.0,5737992399.0,0.0,0.14,12.39,25.43
4764,601890,亚星锚链,12.21,-0.33,-0.04,613528.0,757549518.0,3.51,12.6,12.17,12.31,12.25,0.71,6.39,41.58,3.16,11714274000.0,11714274000.0,-0.25,-0.33,20.53,18.66
4765,601298,青岛港,9.09,-0.33,-0.03,135244.0,122293154.0,2.08,9.14,8.95,9.1,9.12,0.71,0.25,10.59,1.3,59004099000.0,49013961750.0,0.0,-0.11,6.19,8.99
4766,600010,包钢股份,3.03,-0.33,-0.01,12298071.0,3740403748.0,2.63,3.09,3.01,3.07,3.04,0.68,3.92,442.51,2.63,137224516624.0,95083818810.0,-0.33,0.0,25.21,27.31
4767,002470,金正大,2.95,-0.34,-0.01,5920053.0,1727229074.76,7.43,3.01,2.79,2.79,2.96,0.94,18.02,-246.65,4.72,9693781839.0,9692960780.0,-0.67,-0.34,59.46,65.73
4768,601968,宝钢包装,5.81,-0.34,-0.02,70903.0,41279925.0,1.2,5.87,5.8,5.83,5.83,0.66,0.56,31.63,1.62,7412278663.0,7412278663.0,0.0,-0.17,13.7,8.8
4769,603171,税友股份,58.33,-0.34,-0.2,42197.0,246617238.0,3.57,59.89,57.8,58.85,58.53,0.74,1.04,160.97,9.39,23702103850.0,23675563700.0,0.03,0.05,9.79,5.8
4770,600282,南钢股份,5.69,-0.35,-0.02,321079.0,182830359.0,1.93,5.75,5.64,5.71,5.71,0.76,0.52,12.09,1.3,35079367853.0,35079367853.0,-0.35,-0.18,7.16,8.17
4771,601866,中远海发,2.82,-0.35,-0.01,1839892.0,519218974.0,3.18,2.86,2.77,2.77,2.83,0.39,1.89,20.07,1.21,37217389412.0,27500594372.0,0.0,0.0,11.02,11.9
4772,603507,振江股份,33.97,-0.35,-0.12,103950.0,352321808.0,3.14,34.45,33.38,34.11,34.09,1.18,5.72,107.89,2.59,6260715399.0,6174805269.0,0.0,0.06,42.55,29.11
4773,600032,浙江新能,8.6,-0.35,-0.03,231957.0,199014589.0,3.01,8.71,8.45,8.6,8.63,1.09,0.96,25.3,1.6,20680207786.0,20680207786.0,0.12,0.12,18.29,16.06
4774,301310,鑫宏业,39.72,-0.35,-0.14,14832.0,59105498.17,2.18,40.1,39.23,39.47,39.86,0.96,2.95,43.29,2.37,5423942357.0,1995698035.0,0.0,-0.18,-4.59,-7.52
4775,002285,世联行,2.84,-0.35,-0.01,347747.0,99170061.0,2.11,2.89,2.83,2.88,2.85,0.8,1.76,-102.16,2.02,5659634468.0,5611204482.0,-0.35,0.35,-5.96,-0.35
4776,300107,建新股份,8.49,-0.35,-0.03,224189.0,190670714.0,2.46,8.64,8.43,8.52,8.52,0.64,6.46,599.64,3.18,4778021455.0,2948471868.0,-0.24,0.24,24.12,24.49
4777,301118,恒光股份,27.84,-0.36,-0.1,36859.0,102158425.72,2.25,28.03,27.4,27.71,27.94,0.72,3.51,-1390.28,2.29,3067867776.0,2924660570.0,0.0,-0.07,14.85,12.44
4778,601009,南京银行,11.04,-0.36,-0.04,264813.0,292044790.0,0.9,11.09,10.99,11.08,11.08,0.57,0.21,6.26,0.75,136493782385.0,136493782385.0,0.0,-0.09,-4.83,-3.41
4779,002929,润建股份,52.89,-0.36,-0.19,232830.0,1225718344.62,4.31,54.1,51.81,53.5,53.08,0.78,11.06,1750.78,2.38,15025154313.0,11136557697.0,0.0,0.02,32.19,32.86
4780,002749,国光股份,14.01,-0.36,-0.05,29236.0,40803559.98,1.56,14.07,13.85,14.05,14.06,0.7,0.64,17.61,3.39,6533683286.0,6355650958.0,0.07,0.14,0.86,5.1
4781,300492,华图山鼎,68.65,-0.36,-0.25,18396.0,126623099.98,3.99,70.8,68.05,69.8,68.9,1.28,0.94,40.65,34.0,13502154632.0,13502154632.0,-0.12,0.0,1.7,-7.6
4782,301358,湖南裕能,67.2,-0.37,-0.25,242935.0,1656623783.18,4.21,69.5,66.66,67.64,67.45,1.23,3.2,59.43,4.16,51125942851.0,51067842403.0,-0.1,-0.04,-1.98,3.93
4783,300692,中赋科技,8.11,-0.37,-0.03,242837.0,197388158.48,2.46,8.23,8.03,8.11,8.14,1.02,5.79,33.69,1.55,3800514907.0,3401713159.0,0.0,0.25,-1.82,-3.45
4784,301592,六九一二,121.33,-0.37,-0.45,10285.0,123838304.74,1.72,121.6,119.51,120.0,121.78,0.62,4.4,-283.08,9.69,8493100000.0,2834077584.0,-0.05,0.17,3.67,-0.71
4785,600238,*ST椰岛,5.34,-0.37,-0.02,48132.0,25828458.0,2.43,5.43,5.3,5.35,5.36,0.85,1.08,-260.94,23.58,2393388000.0,2377750237.0,0.19,0.0,-19.82,-15.64
4786,001230,劲旅环境,26.83,-0.37,-0.1,22850.0,61555734.33,2.04,27.22,26.67,27.05,26.93,0.63,2.91,21.63,1.86,3601285109.0,2107691554.0,-0.04,-0.11,23.47,23.13
4787,603681,永冠新材,21.8,-0.37,-0.08,64064.0,139858573.0,2.74,22.28,21.68,21.88,21.88,0.73,3.35,28.01,1.6,4166668379.0,4166668379.0,0.0,-0.09,25.65,14.86
4788,601008,连云港,5.19,-0.38,-0.02,268571.0,139161220.0,1.92,5.23,5.13,5.16,5.21,0.34,2.16,45.48,1.56,6438911251.0,6438911251.0,0.0,0.0,-0.19,-2.44
4789,300588,熙菱信息,26.4,-0.38,-0.1,81942.0,219449007.2,4.87,27.47,26.18,26.5,26.5,1.49,4.63,-93.92,18.45,5054835192.0,4668101592.0,0.04,-0.23,-9.37,-2.22
4790,001217,华尔泰,13.15,-0.38,-0.05,84955.0,111681569.0,2.42,13.4,13.08,13.22,13.2,0.73,2.59,148.89,1.94,4364090500.0,4320866739.0,0.23,0.15,-4.57,-5.4
4791,603308,应流股份,68.01,-0.38,-0.26,238579.0,1633102052.0,4.48,70.15,67.09,69.01,68.27,0.79,3.51,117.85,9.41,46181268352.0,46181268352.0,-0.13,-0.18,76.83,62.9
4792,301226,祥明智能,38.37,-0.39,-0.15,68740.0,264488166.71,1.97,38.91,38.15,38.74,38.52,0.69,6.32,159.89,4.58,4174656000.0,4174656000.0,-0.03,-0.18,39.27,12.75
4793,301439,泓淋电力,17.66,-0.39,-0.07,112017.0,196818369.82,1.75,17.74,17.43,17.58,17.73,1.02,6.11,36.1,2.32,6871537947.0,3236140678.0,0.0,0.23,19.89,18.44
4794,600435,北方导航,17.3,-0.4,-0.07,487417.0,842108776.0,2.59,17.57,17.12,17.16,17.37,0.51,3.22,157.59,8.97,26163789058.0,26163789058.0,0.06,0.12,27.21,12.19
4795,002125,湘潭电化,14.83,-0.4,-0.06,195369.0,290998221.87,2.89,15.15,14.72,14.88,14.89,0.76,3.1,44.5,3.06,9335289882.0,9335289882.0,0.0,0.0,8.57,4.73
4796,920414,欧普泰,14.79,-0.4,-0.06,58147.0,86761766.45,4.38,15.25,14.6,15.01,14.85,1.27,10.37,-74.51,4.26,1179475449.0,829387512.0,0.2,0.07,30.19,31.47
4797,002124,天邦食品,2.52,-0.4,-0.01,399268.0,100917823.36,2.37,2.55,2.49,2.51,2.53,0.8,2.02,16.18,1.42,5599273257.0,4970333713.0,0.0,0.0,-7.01,-8.03
4798,000883,湖北能源,4.84,-0.41,-0.02,385909.0,186682688.0,2.26,4.89,4.78,4.83,4.86,0.83,0.6,18.07,0.92,34264236129.0,31361193597.0,-0.21,-0.21,4.31,6.61
4799,300470,中密控股,39.18,-0.41,-0.16,33700.0,132078364.56,1.93,39.71,38.95,39.47,39.34,0.72,1.71,21.96,2.93,8147940856.0,7730593458.0,0.03,0.15,12.14,4.2
4800,000690,宝新能源,4.8,-0.41,-0.02,948177.0,456432292.04,2.9,4.89,4.75,4.79,4.82,0.99,4.36,9.54,0.83,10444261738.0,10437462600.0,0.0,0.21,10.09,14.56
4801,603191,望变电气,26.6,-0.41,-0.11,189273.0,509495685.0,4.23,27.6,26.47,27.0,26.71,0.68,5.74,81.34,3.54,8777059397.0,8777059397.0,0.04,0.23,81.94,79.61
4802,300138,晨光生物,14.44,-0.41,-0.06,95460.0,136984791.35,2.21,14.49,14.17,14.4,14.5,0.84,2.4,19.18,2.06,6975965343.0,5751643936.0,-0.07,0.07,19.34,16.36
4803,300805,电声股份,12.1,-0.41,-0.05,150560.0,182615916.8,3.13,12.37,11.99,12.23,12.15,1.72,5.22,114.68,3.29,5135750039.0,3489051359.0,0.08,0.17,4.76,14.69
4804,300397,天和防务,14.29,-0.42,-0.06,197410.0,282867239.18,3.28,14.63,14.16,14.29,14.35,0.6,4.87,-66.92,5.14,7397029086.0,5794672280.0,-0.07,0.0,4.54,-3.58
4805,300827,上能电气,39.93,-0.42,-0.17,359675.0,1424937832.67,2.87,40.03,38.88,39.72,40.1,1.07,9.34,53.62,8.32,22228694749.0,15382810609.0,0.08,0.03,14.38,16.69
4806,605011,杭州热电,21.39,-0.42,-0.09,52252.0,111923898.0,1.54,21.6,21.27,21.49,21.48,0.74,1.31,44.23,3.55,8558139000.0,8558139000.0,0.09,0.14,1.62,4.65
4807,603095,越剑智能,20.32,-0.44,-0.09,51356.0,104414711.0,3.09,20.7,20.07,20.6,20.41,0.57,1.99,48.73,2.26,5248030144.0,5248030144.0,0.05,0.05,41.8,13.9
4808,601328,交通银行,6.73,-0.44,-0.03,1219858.0,819615646.0,1.04,6.76,6.69,6.75,6.76,0.54,0.47,6.37,0.52,594688267821.0,175467518299.0,0.15,0.3,-7.55,-7.17
4809,920781,瑞奇智造,9.14,-0.44,-0.04,60830.0,54719325.73,3.05,9.16,8.88,8.93,9.18,0.5,5.96,-30.3,3.91,1412742874.0,933031582.0,0.33,0.55,6.03,2.01
4810,688055,龙腾光电,4.38,-0.45,-0.02,435161.0,190274108.0,5.23,4.52,4.29,4.4,4.4,0.92,1.31,-70.12,3.59,14600000292.0,14600000292.0,-0.23,-0.23,14.66,21.67
4811,000798,中水渔业,11.06,-0.45,-0.05,233810.0,259596869.2,3.78,11.37,10.95,11.15,11.11,0.52,6.39,56.82,9.88,4046397355.0,4046148505.0,0.09,0.18,-1.51,4.54
4812,600080,金花股份,8.79,-0.45,-0.04,90126.0,79042646.0,1.36,8.83,8.71,8.83,8.83,0.61,2.41,71.37,2.07,3281045805.0,3281045805.0,-0.11,0.0,7.2,16.58
4813,002537,海联金汇,8.8,-0.45,-0.04,451702.0,399448099.66,3.39,9.01,8.71,8.96,8.84,0.86,3.86,38.62,2.44,10331347356.0,10288957756.0,-0.11,-0.11,11.96,-2.87
4814,000892,欢瑞世纪,6.59,-0.45,-0.03,347905.0,229992981.0,3.32,6.75,6.53,6.65,6.62,0.89,4.89,-138.4,7.65,6464661317.0,4684412232.0,-0.15,0.46,-10.34,-5.59
4815,300497,富祥药业,15.63,-0.45,-0.07,128834.0,203819635.0,3.18,16.1,15.6,15.81,15.7,0.92,2.92,-100.62,3.92,8419082838.0,6890371198.0,0.0,0.0,8.02,3.44
4816,002131,利欧股份,8.57,-0.46,-0.04,5035651.0,4351647402.48,4.53,8.86,8.47,8.7,8.61,0.79,8.61,73.91,4.38,58034143485.0,50132133326.0,0.0,-0.12,72.78,51.95
4817,000751,锌业股份,6.51,-0.46,-0.03,674374.0,441162255.05,2.75,6.66,6.48,6.61,6.54,0.47,4.78,153.41,2.92,10517755173.0,9178245751.0,-0.15,0.0,65.23,59.17
4818,600693,东百集团,12.8,-0.47,-0.06,223989.0,287678085.0,2.41,13.04,12.73,12.98,12.86,0.73,2.58,94.84,3.15,11134031949.0,11122595610.0,-0.08,0.0,38.23,-28.17
4819,000999,华润三九,29.93,-0.47,-0.14,126418.0,379379416.33,0.86,30.16,29.9,29.96,30.07,0.72,0.76,14.56,2.25,49810040490.0,49764431510.0,-0.03,0.0,6.02,5.17
4820,002366,融发核电,8.32,-0.48,-0.04,1155131.0,953773393.99,3.11,8.43,8.17,8.36,8.36,1.03,6.24,-177.17,3.79,17313401165.0,15394968784.0,0.0,0.12,18.35,10.79
4821,002573,清新环境,4.09,-0.49,-0.02,157931.0,64736723.22,1.7,4.14,4.07,4.11,4.11,0.65,1.12,222.33,0.97,5788442353.0,5778137189.0,0.0,0.25,7.07,9.36
4822,920351,华光源海,22.39,-0.49,-0.11,39964.0,88640670.04,7.64,22.98,21.26,21.78,22.5,0.52,10.08,102.86,4.51,1971113479.0,888106963.0,-0.04,0.4,1.5,-3.62
4823,300617,安靠智电,70.5,-0.49,-0.35,251120.0,1803337023.15,9.88,76.0,69.0,69.0,70.85,0.95,18.08,118.69,4.01,11682390312.0,9794122542.0,0.03,-0.38,128.6,121.0
