序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1629,688665,四方光电,49.8,2.51,1.22,4383.0,21742444.0,2.2,49.93,48.86,48.86,48.58,0.51,0.44,38.04,4.34,5007556382.0,5007556382.0,0.1,0.0,4.67,2.11
1630,603350,安乃达,36.69,2.51,0.9,7439.0,27186277.0,2.4,36.76,35.9,36.08,35.79,0.8,1.69,33.37,3.25,4274164860.0,1614360000.0,0.0,0.05,-2.26,-3.68
1631,920344,三元基因,23.41,2.5,0.57,10206.0,23675402.73,3.06,23.45,22.75,22.89,22.84,0.93,0.9,524.23,4.55,2851572100.0,2662376202.0,0.0,0.13,-1.68,-0.17
1632,300192,科德教育,20.11,2.5,0.49,73115.0,146647603.0,2.4,20.26,19.79,19.79,19.62,0.88,2.25,53.7,6.75,6619072346.0,6528464227.0,0.1,0.05,0.3,-4.83
1633,300851,交大思诺,32.34,2.5,0.79,9402.0,30312510.0,2.5,32.38,31.59,31.59,31.55,0.69,1.74,90.6,2.19,2811426156.0,1749918209.0,0.0,-0.12,19.25,20.72
1634,002645,华宏科技,15.58,2.5,0.38,192189.0,295372730.15,3.09,15.59,15.12,15.25,15.2,0.89,3.44,37.32,2.45,9778013609.0,8708091245.0,0.06,0.06,8.87,6.42
1635,603023,威帝股份,5.34,2.5,0.13,174574.0,92696480.0,2.5,5.35,5.22,5.23,5.21,1.13,3.13,3166.85,3.87,2980346953.0,2980346953.0,0.19,0.0,19.2,6.16
1636,002235,安妮股份,11.09,2.5,0.27,682346.0,752985371.83,4.16,11.17,10.72,10.72,10.82,1.4,12.33,-3475.31,8.55,6427456630.0,6139183369.0,-0.09,-0.18,19.38,7.25
1637,002141,贤丰控股,4.12,2.49,0.1,309337.0,126453855.0,2.74,4.12,4.01,4.08,4.02,0.77,3.04,75.49,5.12,4255695488.0,4198160005.0,0.0,0.24,5.1,10.46
1638,002115,三维通信,13.99,2.49,0.34,582440.0,811753676.38,3.15,14.15,13.72,13.79,13.65,0.85,7.74,2962.1,5.47,11345768735.0,10523215493.0,0.0,0.07,29.54,9.81
1639,002249,大洋电机,10.3,2.49,0.25,417534.0,427663270.25,1.69,10.3,10.13,10.14,10.05,0.84,2.26,22.54,2.57,25379845686.0,19069367048.0,0.1,0.1,-6.87,-5.5
1640,002328,新朋股份,7.01,2.49,0.17,163889.0,114280037.46,1.75,7.02,6.9,6.91,6.84,0.87,2.87,28.64,1.63,5410107700.0,4001251191.0,0.0,0.14,5.73,6.05
1641,002301,齐心集团,7.42,2.49,0.18,102208.0,75684509.55,2.62,7.49,7.3,7.3,7.24,0.9,1.42,28.59,1.7,5352104863.0,5327487455.0,0.0,-0.13,-6.67,-3.39
1642,605055,迎丰股份,10.28,2.49,0.25,48993.0,50027748.0,3.39,10.29,9.95,10.2,10.03,1.18,1.11,-79.49,4.33,4523200000.0,4523200000.0,0.0,0.1,19.12,5.87
1643,603351,威尔药业,26.79,2.49,0.65,5169.0,13765457.0,2.18,26.85,26.28,26.28,26.14,0.69,0.38,23.86,2.06,3628414346.0,3628414346.0,0.04,0.07,-0.19,2.96
1644,688403,汇成股份,16.44,2.49,0.4,298704.0,491646844.0,2.31,16.63,16.26,16.34,16.04,0.84,3.44,91.99,3.96,14285422558.0,14285422558.0,-0.24,-0.42,9.89,0.37
1645,600202,哈空调,6.59,2.49,0.16,111387.0,73362116.0,3.11,6.64,6.44,6.48,6.43,1.04,2.91,-79.54,3.13,2526215028.0,2526215028.0,0.0,0.0,11.51,12.27
1646,300346,南大光电,51.52,2.49,1.25,256896.0,1316996651.01,2.35,51.72,50.54,51.3,50.27,0.71,3.91,88.79,10.35,35608403643.0,33825511590.0,0.0,0.06,24.9,20.09
1647,001368,通达创智,26.75,2.49,0.65,22462.0,59897196.0,2.84,26.88,26.14,26.25,26.1,1.01,7.0,28.38,2.12,3045138252.0,858303148.0,-0.07,-0.11,0.75,8.83
1648,301111,粤万年青,21.4,2.49,0.52,36378.0,77274906.0,2.59,21.43,20.89,20.95,20.88,0.6,2.27,-315.89,4.58,3424000000.0,3424000000.0,-0.05,-0.09,-23.35,12.45
1649,300100,双林股份,32.9,2.49,0.8,80885.0,265514456.64,2.49,33.3,32.5,32.56,32.1,1.08,1.47,35.09,6.11,18818238726.0,18153760486.0,0.0,0.0,-11.84,-16.96
1650,002724,海洋王,7.84,2.48,0.19,128508.0,100115960.8,2.35,7.86,7.68,7.73,7.65,0.67,2.26,82.79,2.23,6048544273.0,4451454502.0,-0.13,0.0,9.96,15.63
1651,001287,中电港,23.13,2.48,0.56,130873.0,302317053.98,1.99,23.31,22.86,22.98,22.57,0.79,2.99,51.18,3.27,17576489244.0,10116934739.0,-0.04,-0.09,3.63,2.07
1652,300071,福石控股,5.79,2.48,0.14,1046721.0,600962697.31,7.43,5.98,5.56,5.68,5.65,2.18,11.07,-77.96,39.78,5580890305.0,5473581514.0,0.52,0.52,-2.36,-11.33
1653,300295,三六五网,10.73,2.48,0.26,35138.0,37583381.51,2.77,10.79,10.5,10.53,10.47,0.66,2.1,-230.03,1.8,2034555151.0,1797552778.0,0.0,0.0,-23.95,-14.37
1654,688426,康为世纪,23.54,2.48,0.57,11111.0,25980562.0,3.87,23.89,23.0,23.89,22.97,0.93,2.89,-25.64,1.91,2648102075.0,904584951.0,0.13,0.3,-9.88,-1.22
1655,688380,中微半导,49.5,2.48,1.2,90329.0,446905730.0,2.38,50.07,48.92,49.5,48.3,0.8,2.26,69.61,6.23,19818067500.0,19818067500.0,0.0,-0.1,55.76,53.97
1656,002337,赛象科技,7.03,2.48,0.17,134914.0,94307461.84,2.62,7.05,6.87,6.89,6.86,0.99,2.29,62.46,3.14,4137968723.0,4133615620.0,0.0,-0.14,10.02,7.0
1657,003008,开普检测,24.81,2.48,0.6,19164.0,47414174.6,2.4,24.93,24.35,24.4,24.21,1.01,2.46,33.45,2.45,2580240000.0,1931416943.0,-0.04,-0.12,9.54,15.13
1658,603878,武进不锈,9.51,2.48,0.23,289265.0,276360896.0,5.17,9.78,9.3,9.45,9.28,1.23,5.15,68.36,2.03,5336417654.0,5336417654.0,-0.31,-0.31,-12.35,2.7
1659,002977,天箭科技,30.18,2.48,0.73,26285.0,79396209.24,3.5,30.59,29.56,29.68,29.45,0.69,3.95,-106.39,3.46,3625221600.0,2010596731.0,0.0,-0.03,-17.77,-14.53
1660,002156,通富微电,47.91,2.48,1.16,586891.0,2806426373.61,2.25,48.28,47.23,47.78,46.75,0.67,3.87,63.37,4.79,72708068054.0,72701135956.0,0.02,-0.04,30.37,27.08
1661,002273,水晶光电,26.44,2.48,0.64,492675.0,1302612654.37,2.95,26.75,25.99,26.31,25.8,0.87,3.62,28.04,3.84,36768315923.0,36016881420.0,-0.04,0.04,8.76,5.25
1662,300564,筑博设计,16.5,2.48,0.4,23914.0,39242162.6,2.55,16.52,16.11,16.29,16.1,0.76,2.11,-131.73,2.2,2661700800.0,1867663875.0,-0.12,-0.06,6.73,4.76
1663,603125,常青科技,18.7,2.47,0.45,32500.0,60408317.0,2.52,18.72,18.26,18.44,18.25,0.58,3.21,55.37,3.17,7570440213.0,1892708345.0,0.0,0.11,7.29,10.78
1664,600699,均胜电子,26.54,2.47,0.64,228064.0,602424934.0,1.54,26.55,26.15,26.25,25.9,0.89,1.68,27.55,2.59,41157450742.0,35963123712.0,0.04,0.0,-1.34,-15.37
1665,002676,顺威股份,7.47,2.47,0.18,94959.0,70630019.0,1.78,7.48,7.35,7.36,7.29,0.82,1.32,68.67,4.12,5378400000.0,5378224149.0,0.0,0.13,-4.6,-9.34
1666,002997,瑞鹄模具,33.17,2.47,0.8,16464.0,54411347.8,1.67,33.2,32.66,32.77,32.37,0.66,0.79,14.67,2.82,6943188350.0,6943188350.0,0.0,-0.09,-6.77,-11.31
1667,605018,长华集团,12.01,2.47,0.29,45181.0,54054014.0,2.22,12.08,11.82,11.9,11.72,0.67,0.96,69.49,2.08,5645490174.0,5645490174.0,-0.08,-0.08,6.95,3.71
1668,300231,银信科技,11.61,2.47,0.28,177344.0,205643157.0,3.88,11.77,11.33,11.34,11.33,1.44,3.99,73.43,3.17,5158227786.0,5157962904.0,-0.09,0.0,10.47,10.26
1669,688053,ST思科瑞,40.58,2.47,0.98,11600.0,46941787.0,2.17,40.95,40.09,40.3,39.6,0.77,1.16,-208.88,2.52,4058000000.0,4058000000.0,-0.07,-0.2,37.28,10.42
1670,300665,飞鹿股份,8.3,2.47,0.2,54656.0,45180811.0,2.47,8.33,8.13,8.15,8.1,0.72,2.51,-20.66,3.29,1817249559.0,1809988877.0,0.12,0.12,-13.45,-14.96
1671,301185,鸥玛软件,21.27,2.46,0.51,40218.0,84966929.51,2.31,21.3,20.82,20.94,20.76,1.09,2.88,55.0,3.05,3263192352.0,2975042621.0,-0.05,-0.05,10.38,11.36
1672,688022,瀚川智能,16.24,2.46,0.39,44986.0,73181369.0,2.65,16.51,16.09,16.17,15.85,0.83,2.56,80.71,4.19,2856263982.0,2856263982.0,-0.18,0.0,12.0,6.14
1673,301187,欧圣电气,22.91,2.46,0.55,14233.0,32454788.67,2.1,22.92,22.45,22.45,22.36,0.78,0.56,33.59,3.85,5840527058.0,5840508157.0,-0.04,-0.04,-6.3,-14.86
1674,301429,森泰股份,21.63,2.46,0.52,12040.0,25972089.83,2.27,21.72,21.24,21.24,21.11,0.8,2.73,44.25,1.88,2557098600.0,952609707.0,-0.23,-0.18,13.19,14.63
1675,603703,盛洋科技,14.14,2.46,0.34,71340.0,100440425.0,1.88,14.23,13.97,13.98,13.8,0.59,1.72,616.83,7.09,5867847177.0,5867847177.0,0.0,0.07,19.12,-3.02
1676,300671,富满微,43.28,2.46,1.04,102679.0,444824687.92,2.91,43.96,42.73,43.15,42.24,0.74,4.65,-120.84,5.98,9581605989.0,9553768855.0,-0.12,0.07,23.66,35.72
1677,300450,先导智能,50.87,2.46,1.22,391371.0,1989345272.6,2.16,51.39,50.32,50.79,49.65,0.93,2.51,53.84,6.25,85147296348.0,79327408646.0,-0.02,0.12,6.42,1.78
1678,688505,复旦张江,8.33,2.46,0.2,36194.0,29944413.0,2.21,8.35,8.17,8.18,8.13,0.76,0.51,-54.84,4.08,8634645593.0,5919065593.0,0.0,0.0,-0.83,0.36
1679,002472,双环传动,39.56,2.46,0.95,163385.0,642472642.23,1.97,39.66,38.9,38.95,38.61,0.9,2.16,28.06,3.49,33609283606.0,29875790883.0,0.03,0.1,-3.56,-16.56
1680,301121,紫建电子,41.25,2.46,0.99,21631.0,89110712.36,2.96,41.48,40.29,40.7,40.26,0.9,4.28,252.01,2.45,4076574851.0,2086905233.0,0.0,0.07,-3.98,3.54
1681,920640,富士达,41.32,2.45,0.99,49621.0,202951729.01,2.9,41.72,40.55,41.0,40.33,0.63,2.75,99.8,8.38,7756920960.0,7462484350.0,-0.02,-0.12,25.36,9.84
1682,688077,大地熊,34.25,2.45,0.82,25561.0,87124114.0,2.42,34.45,33.64,33.64,33.43,0.64,2.23,69.13,3.57,3920888762.0,3920888762.0,0.0,-0.12,13.41,12.11
1683,002780,三夫户外,15.86,2.45,0.38,44624.0,70311817.98,1.94,15.89,15.59,15.65,15.48,0.85,3.42,92.72,3.63,2622636768.0,2072136898.0,-0.06,-0.13,6.3,10.45
1684,688719,爱科赛博,42.3,2.45,1.01,22466.0,95410574.0,3.8,43.08,41.51,41.51,41.29,0.8,2.5,-114.27,2.85,4880803181.0,3795253205.0,0.14,0.0,-2.98,-4.19
1685,688277,天智航-U,24.28,2.45,0.58,73696.0,178840763.0,2.62,24.58,23.96,24.14,23.7,0.65,1.62,-60.16,9.34,11071486586.0,11071486586.0,-0.08,-0.16,60.05,59.84
1686,300457,赢合科技,25.06,2.45,0.6,102422.0,255862864.95,1.68,25.16,24.75,24.75,24.46,0.85,1.62,40.14,2.47,16168196466.0,15880423589.0,0.0,-0.04,-5.11,-10.02
1687,002590,万安科技,13.81,2.45,0.33,68718.0,94330198.5,1.85,13.83,13.58,13.68,13.48,0.76,1.39,36.32,2.39,7168114707.0,6835354306.0,-0.14,0.0,5.34,-7.93
1688,001380,华纬科技,22.56,2.45,0.54,19756.0,44540253.17,2.54,22.74,22.18,22.18,22.02,1.03,2.24,22.4,3.3,6110470932.0,1985366924.0,0.0,0.0,-0.79,-1.4
1689,300965,恒宇信通,59.01,2.45,1.41,6439.0,37998497.4,3.0,59.54,57.81,57.81,57.6,0.53,1.16,103.19,2.88,3540600000.0,3287668388.0,0.0,-0.02,3.06,-16.46
1690,300642,透景生命,17.95,2.45,0.43,23408.0,41836914.0,2.11,17.97,17.6,17.65,17.52,0.71,1.7,378.92,1.98,2917665536.0,2471840040.0,-0.06,-0.06,-3.13,-2.39
1691,600133,东湖高新,9.63,2.45,0.23,235110.0,225447514.0,2.66,9.7,9.45,9.45,9.4,0.97,2.21,101.76,1.17,10267889996.0,10267889996.0,0.1,0.0,2.99,6.06
1692,002949,华阳国际,15.08,2.45,0.36,29192.0,43881526.0,2.51,15.15,14.78,14.87,14.72,0.49,1.92,31.4,2.05,2956341469.0,2290384918.0,0.13,0.2,9.35,-3.02
1693,003030,祖名股份,21.3,2.45,0.51,18242.0,38570975.0,3.13,21.35,20.7,20.85,20.79,0.87,2.3,61.98,2.61,2657814000.0,1690918605.0,0.33,0.0,-3.4,5.5
1694,002933,新兴装备,35.3,2.44,0.84,23635.0,83084746.8,2.38,35.41,34.59,34.86,34.46,0.5,2.07,106.7,2.71,4142455000.0,4027343359.0,0.26,0.03,5.53,-2.49
1695,920005,鼎佳精密,37.77,2.44,0.9,5099.0,19363094.41,1.65,38.35,37.74,37.95,36.87,1.39,2.37,51.96,4.85,3134910000.0,812055000.0,-0.03,-0.03,-10.01,-7.59
1696,300638,广和通,27.73,2.44,0.66,161798.0,446163639.42,2.11,27.78,27.21,27.5,27.07,0.85,3.05,59.15,5.78,24936641854.0,14709342007.0,-0.07,-0.04,-7.2,-6.44
1697,605589,圣泉集团,33.6,2.44,0.8,153542.0,515978831.0,2.5,33.97,33.15,33.19,32.8,0.58,1.82,28.08,2.77,28438653533.0,28344959933.0,-0.06,0.0,26.94,18.73
1698,603307,扬州金泉,40.7,2.44,0.97,6282.0,25404103.0,2.42,40.76,39.8,39.95,39.73,0.94,0.94,24.16,1.98,2770733900.0,2726900000.0,-0.05,0.0,0.12,3.54
1699,300034,钢研高纳,22.27,2.44,0.53,291422.0,649846725.3,4.37,22.83,21.88,21.88,21.74,0.71,3.8,106.86,4.65,17748334008.0,17073207712.0,-0.04,-0.04,33.19,13.74
1700,300318,博晖创新,6.31,2.44,0.15,90005.0,56448205.0,3.08,6.35,6.16,6.16,6.16,1.06,1.13,-115.01,3.83,5154642123.0,5038784144.0,0.0,-0.16,-6.93,0.64
1701,300725,药石科技,37.79,2.44,0.9,53501.0,201217000.13,1.63,37.9,37.3,37.39,36.89,0.79,2.64,58.44,1.24,8835579416.0,7660558357.0,0.03,0.16,0.67,-2.0
1702,688698,伟创电气,76.52,2.44,1.82,52993.0,403087813.0,2.36,76.88,75.12,76.76,74.7,0.96,2.48,61.03,6.96,16377022666.0,16377022666.0,0.0,-0.17,-11.64,-22.61
1703,002348,高乐股份,8.82,2.44,0.21,350589.0,306155227.6,4.76,8.91,8.5,8.67,8.61,0.81,3.88,-536.8,18.76,8354304000.0,7969161051.0,0.11,0.11,37.81,53.39
1704,002901,大博医疗,45.3,2.44,1.08,11191.0,50360532.0,1.97,45.37,44.5,44.8,44.22,0.64,0.39,33.12,5.62,18755083622.0,13067980829.0,-0.02,0.0,-6.21,-4.37
1705,600573,惠泉啤酒,12.24,2.43,0.29,59932.0,72827962.0,2.26,12.24,11.97,11.97,11.95,0.9,2.4,23.29,2.22,3060000000.0,3060000000.0,0.16,0.0,-0.65,2.6
1706,688591,泰凌微,39.7,2.43,0.94,28639.0,113419181.0,1.88,39.88,39.15,39.32,38.76,0.61,1.7,74.59,3.88,9557518379.0,6686963033.0,-0.03,0.03,-11.76,-6.72
1707,300918,南山智尚,16.05,2.43,0.38,59557.0,95404916.61,1.91,16.15,15.85,15.92,15.67,0.69,1.18,51.92,2.14,8123457553.0,8123457553.0,-0.06,0.0,-8.65,-13.66
1708,600980,北矿科技,24.45,2.43,0.58,44569.0,108129335.0,2.22,24.45,23.92,23.92,23.87,0.7,2.35,41.34,3.2,4627493211.0,4627493211.0,0.04,0.12,10.04,6.4
1709,688709,成都华微,48.95,2.43,1.16,115937.0,574549367.0,4.9,50.89,48.55,50.88,47.79,1.24,5.23,132.48,10.2,31173661923.0,10854478986.0,0.1,0.12,28.55,6.44
1710,688115,思林杰,45.51,2.43,1.08,7164.0,32507595.0,2.09,45.67,44.74,44.87,44.43,1.03,1.07,-312.74,2.39,3034151700.0,3034151700.0,0.0,0.02,-30.24,-30.6
1711,001317,三羊马,48.45,2.43,1.15,22688.0,109335983.22,1.52,48.56,47.84,48.32,47.3,0.9,2.65,-263.63,4.62,4145662913.0,4141574944.0,0.04,0.02,16.52,-12.08
1712,300211,*ST亿通,8.86,2.43,0.21,28049.0,24768970.05,1.85,8.91,8.75,8.76,8.65,1.02,0.94,-108.29,5.81,2692817346.0,2632178646.0,0.0,-0.23,5.1,4.6
1713,301355,南王科技,13.09,2.43,0.31,38780.0,50486581.81,2.66,13.13,12.79,12.86,12.78,0.88,3.87,243.73,1.69,2553831878.0,1311689053.0,-0.15,-0.23,-2.75,-1.73
1714,301235,华康洁净,54.13,2.42,1.28,72597.0,400723038.96,7.02,57.35,53.64,53.83,52.85,0.91,9.98,71.55,3.21,5833959375.0,3937691180.0,0.0,0.15,87.24,46.81
1715,002873,新天药业,10.57,2.42,0.25,42034.0,44265009.7,2.03,10.59,10.38,10.43,10.32,0.84,1.76,119.59,2.04,2580177229.0,2522729438.0,-0.09,0.0,0.38,6.55
1716,688325,赛微微电,113.79,2.42,2.69,13003.0,148201378.0,3.53,115.95,112.03,113.0,111.1,0.87,1.59,101.74,5.45,9801758517.0,9292713035.0,-0.22,-0.18,32.75,30.0
1717,300884,狄耐克,15.26,2.42,0.36,55992.0,85134327.33,1.61,15.28,15.04,15.11,14.9,0.74,2.93,-1818.27,3.06,3873946633.0,2920914860.0,0.07,0.0,3.74,3.11
1718,002211,ST宏达,3.81,2.42,0.09,64996.0,24610750.5,2.42,3.83,3.74,3.74,3.72,0.96,1.5,-116.0,121.44,1647732718.0,1647732718.0,0.26,0.53,11.73,19.44
1719,000859,国风新材,10.59,2.42,0.25,330273.0,348180473.13,2.13,10.63,10.41,10.52,10.34,0.7,3.69,-108.47,3.48,9488388710.0,9487848620.0,0.0,0.0,27.59,4.64
1720,688213,思特威-W,87.91,2.42,2.08,61928.0,543437795.0,2.27,88.94,86.99,86.99,85.83,0.78,1.91,35.32,6.76,35366788590.0,28439718035.0,-0.08,-0.18,-3.66,-7.55
1721,001336,楚环科技,28.34,2.42,0.67,16511.0,46589388.24,2.71,28.42,27.67,27.91,27.67,0.84,3.54,86.76,2.88,2277784990.0,1320166754.0,0.0,0.21,4.69,15.86
1722,002622,皓宸医疗,2.96,2.42,0.07,216739.0,63956791.0,2.08,2.97,2.91,2.95,2.89,1.03,2.58,-70.61,6.82,2486400000.0,2486326740.0,0.0,0.34,-10.3,-0.34
1723,688608,恒玄科技,189.41,2.42,4.47,21036.0,396629989.0,2.22,190.5,186.4,187.0,184.94,0.72,1.25,54.32,4.53,31952280346.0,31952280346.0,-0.04,0.01,-17.81,-16.54
1724,301203,国泰环保,47.52,2.41,1.12,17728.0,84430496.35,4.4,48.67,46.63,46.63,46.4,1.11,4.04,29.04,2.67,3801600000.0,2083395600.0,-0.06,0.06,47.62,45.59
1725,002741,光华科技,20.82,2.41,0.49,131334.0,273488151.63,2.12,21.02,20.59,20.66,20.33,0.79,3.08,80.33,5.04,9681764494.0,8876782200.0,0.05,0.0,-3.52,3.79
1726,300543,朗科智能,11.03,2.41,0.26,55072.0,60487229.13,2.04,11.06,10.84,10.86,10.77,0.73,2.2,84.31,2.3,3379275814.0,2759692852.0,0.0,-0.09,2.6,-0.81
1727,300281,金明精机,7.64,2.41,0.18,64504.0,49058715.8,2.01,7.64,7.49,7.49,7.46,1.19,1.62,268.2,2.53,3200576151.0,3035569968.0,0.0,0.13,-4.86,-6.49
1728,301248,杰创智能,51.0,2.41,1.2,68008.0,348241872.76,3.96,52.17,50.2,51.25,49.8,0.85,6.05,258.18,5.13,7838955000.0,5728763700.0,0.04,0.04,79.77,58.48
1729,301353,普莱得,30.12,2.41,0.71,10990.0,32929487.92,2.62,30.2,29.43,29.64,29.41,0.88,3.45,36.06,2.28,2957219220.0,960263220.0,0.07,-0.23,12.05,13.23
1730,688433,华曙高科,100.7,2.41,2.37,39322.0,397721706.0,4.16,103.09,99.0,99.84,98.33,0.79,1.95,613.5,20.18,41706798160.0,20351905024.0,-0.49,-0.6,68.73,52.18
1731,300212,易华录,12.3,2.41,0.29,355784.0,443113802.62,10.07,13.29,12.08,12.08,12.01,1.7,5.09,-12.42,32.56,8854676791.0,8591694205.0,-0.08,0.0,-30.03,-29.51
1732,300586,美联新材,10.19,2.41,0.24,102454.0,104414615.2,3.02,10.35,10.05,10.15,9.95,0.8,1.92,-146.1,3.86,7247297613.0,5447538009.0,0.0,0.1,2.0,-6.43
1733,301383,天键股份,33.56,2.41,0.79,13676.0,45690716.2,1.98,33.64,32.99,32.99,32.77,0.89,1.94,-435.76,2.73,5482468992.0,2369814230.0,-0.03,-0.06,-8.78,-5.84
1734,603390,通达电气,12.82,2.4,0.3,34913.0,44577629.0,1.76,12.83,12.61,12.61,12.52,0.71,1.0,61.6,2.79,4508178435.0,4493588877.0,0.0,0.0,4.91,-1.91
1735,688103,国力电子,62.34,2.4,1.46,11044.0,68517343.0,3.1,62.49,60.6,61.5,60.88,0.77,1.16,84.15,5.26,5941971449.0,5941971449.0,-0.18,-0.18,6.56,2.89
1736,688670,金迪克,19.2,2.4,0.45,12874.0,24664619.0,2.19,19.27,18.86,19.22,18.75,0.89,1.04,-13.64,2.15,2365440000.0,2365440000.0,-0.26,-0.26,-29.41,-5.09
1737,003025,思进智能,15.35,2.4,0.36,55530.0,84885096.3,2.47,15.39,15.02,15.06,14.99,0.89,2.45,28.18,3.51,4358687115.0,3475484495.0,0.0,0.0,8.33,6.82
1738,003028,振邦智能,30.73,2.4,0.72,18253.0,55553661.1,2.13,30.75,30.11,30.3,30.01,1.13,2.59,43.96,2.53,4446969030.0,2167638794.0,0.03,-0.03,2.43,3.85
1739,002990,盛视科技,26.93,2.4,0.63,27954.0,75292325.0,2.28,27.15,26.55,26.55,26.3,1.09,2.08,86.27,2.88,7051678076.0,3611188799.0,-0.07,-0.11,-5.54,-4.87
1740,688560,明冠新材,17.46,2.4,0.41,41520.0,72248814.0,3.46,17.71,17.12,17.17,17.05,0.61,2.06,-25.45,1.36,3514731488.0,3514731488.0,0.06,0.06,19.18,22.18
1741,920982,锦波生物,185.12,2.4,4.34,5540.0,102245600.11,2.91,186.5,181.24,182.0,180.78,0.76,1.01,32.71,11.25,21300895741.0,10164029891.0,-0.08,-0.11,-17.91,-20.79
1742,002639,雪人集团,21.85,2.39,0.51,903797.0,1950944157.25,4.83,22.18,21.15,21.36,21.34,0.78,13.89,323.27,6.74,16881357589.0,14216031836.0,0.0,0.05,47.64,17.47
1743,300531,优博讯,16.69,2.39,0.39,52609.0,87605309.23,2.15,16.85,16.5,16.54,16.3,0.74,1.7,47.58,3.81,5358807926.0,5153183337.0,0.06,0.12,-1.42,-7.48
1744,300558,贝达药业,44.49,2.39,1.04,38557.0,170533991.0,2.09,44.61,43.7,43.7,43.45,0.79,0.92,44.3,3.2,18718448675.0,18658779443.0,-0.04,-0.04,-6.1,-4.71
1745,300464,星徽股份,7.29,2.39,0.17,98413.0,71395819.0,2.39,7.3,7.13,7.13,7.12,0.83,2.77,929.76,24.03,3337505343.0,2590448101.0,0.0,0.0,6.27,14.98
1746,002409,雅克科技,90.01,2.39,2.1,111336.0,995604617.93,3.41,90.8,87.8,90.01,87.91,0.9,3.5,40.36,5.49,42838250297.0,28670232457.0,-0.01,-0.02,27.86,21.47
1747,600262,北方股份,28.31,2.39,0.66,45331.0,128597452.0,2.5,28.64,27.95,27.95,27.65,0.85,2.67,19.92,2.73,4812700000.0,4812700000.0,0.18,-0.11,11.59,8.76
1748,002722,物产金轮,15.88,2.39,0.37,32801.0,51850450.52,2.26,15.92,15.57,15.57,15.51,0.8,1.48,27.12,1.23,3531267519.0,3531029319.0,0.06,0.0,1.21,5.8
1749,301093,华兰股份,88.09,2.39,2.06,43156.0,375220879.26,4.81,88.45,84.31,87.75,86.03,0.82,2.75,203.47,6.65,14464521058.0,13824315267.0,0.18,-0.01,87.43,72.39
1750,300552,万集科技,31.24,2.39,0.73,39357.0,122640383.68,1.64,31.39,30.89,31.0,30.51,0.61,2.86,-43.0,3.71,6658278419.0,4303698188.0,0.16,0.1,30.6,2.9
1751,300342,天银机电,43.68,2.39,1.02,249862.0,1089154793.2,3.8,44.33,42.71,42.8,42.66,0.79,5.97,573.71,11.84,18565533736.0,18293134336.0,0.05,0.14,113.28,31.84
1752,300787,海能实业,12.92,2.38,0.3,50435.0,64979036.3,2.46,12.95,12.64,12.68,12.62,0.78,2.64,34.54,2.69,4049554618.0,2467188471.0,0.0,-0.08,10.52,9.96
1753,603320,迪贝电气,25.34,2.38,0.59,28928.0,73099756.0,2.95,25.58,24.85,25.16,24.75,0.78,1.94,43.61,3.25,3779364784.0,3779364784.0,0.16,0.44,35.58,32.95
1754,300113,顺网科技,30.06,2.38,0.7,1366046.0,4147057576.73,8.21,31.88,29.47,30.88,29.36,2.33,26.35,47.6,8.13,20547996425.0,15583780380.0,0.1,0.2,55.27,48.52
1755,605286,同力天启,46.83,2.38,1.09,96545.0,454243192.0,7.28,49.3,45.97,45.97,45.74,2.17,5.75,30.6,3.71,7867440000.0,7867440000.0,0.02,-0.06,17.66,15.32
1756,603517,ST绝味,12.06,2.38,0.28,50886.0,60813037.0,2.29,12.09,11.82,11.83,11.78,0.9,0.84,19.55,1.15,7308383348.0,7308383348.0,0.0,0.0,-7.8,-5.49
1757,000679,大连友谊,7.32,2.38,0.17,41686.0,30397619.68,1.82,7.33,7.2,7.23,7.15,0.71,1.17,-34.27,13.22,2608848000.0,2608848000.0,0.0,0.14,-11.91,2.81
1758,603238,诺邦股份,18.05,2.38,0.42,13023.0,23342978.0,2.33,18.05,17.64,17.76,17.63,0.61,0.73,25.05,2.22,3204037450.0,3204037450.0,0.0,0.33,6.3,2.44
1759,600026,中远海能,23.26,2.38,0.54,1970664.0,4694713442.0,14.92,24.99,21.6,21.6,22.72,0.98,5.67,35.01,2.97,127121036715.0,80823298948.0,-0.3,-0.51,99.31,99.14
1760,600463,空港股份,11.18,2.38,0.26,28515.0,31642179.0,2.29,11.2,10.95,10.96,10.92,0.7,0.95,-39.52,3.65,3354000000.0,3354000000.0,-0.09,-0.18,2.76,-1.24
1761,002790,瑞尔特,8.19,2.38,0.19,32083.0,26114663.88,1.75,8.19,8.05,8.09,8.0,0.72,1.23,41.69,1.62,3422374137.0,2135112525.0,0.12,0.0,-7.98,-2.38
1762,002811,郑中设计,15.08,2.38,0.35,80431.0,120805281.7,2.17,15.17,14.85,14.96,14.73,0.67,2.84,25.71,3.31,4644187675.0,4269340647.0,0.13,0.33,6.42,1.62
1763,002772,众兴菌业,18.04,2.38,0.42,123258.0,221921494.3,4.31,18.26,17.5,17.66,17.62,0.84,3.16,26.04,2.09,7094074116.0,7037731480.0,-0.06,0.0,40.39,24.84
